hgGenes	mmGenes
ATP6V0E1	Atp6v0e
ATP6V0E2	Atp6v0e2
ATP6V1A	Atp6v1a
ATP6V1B1	Atp6v1b1
ATP6V1B2	Atp6v1b2
ATP6V1C1	Atp6v1c1
ATP6V1C2	Atp6v1c2
ATP6V1D	Atp6v1d
ATP6V1E1	Atp6v1e1
ATP6V1E2	Atp6v1e2
ATP6V1F	Atp6v1f
ATP6V1G1	Atp6v1g1
ATP6V1G2	Atp6v1g2
ATP6V1G3	Atp6v1g3
ATP6V1H	Atp6v1h
ATP7A	Atp7a
ATP7B	Atp7b
ATP8A1	Atp8a1
ATP8A2	Atp8a2
ATP8B1	Atp8b1
ATP8B2	Atp8b2
ATP8B3	Atp8b3
ATP8B4	Atp8b4
ATP9A	Atp9a
ATP9B	Atp9b
ATPAF1	Atpaf1
ATPAF2	Atpaf2
ATR	Atr
ATRAID	Atraid
ATRIP	Atrip
ATRN	Atrn
ATRNL1	Atrnl1
ATRX	Atrx
ATXN1	Atxn1
ATXN10	Atxn10
ATXN1L	Atxn1l
ATXN2	Atxn2
ATXN2L	Atxn2l
ATXN3	Atxn3
ATXN7	Atxn7
ATXN7L1	Atxn7l1
ATXN7L2	Atxn7l2
ATXN7L3	Atxn7l3
ATXN7L3B	Atxn7l3b
AUH	Auh
AUNIP	Aunip
AUP1	Aup1
AURKA	Aurka
AURKAIP1	Aurkaip1
AURKB	Aurkb
AURKC	Aurkc
AUTS2	Auts2
AVEN	Aven
AVIL	Avil
AVL9	Avl9
AVP	Avp
AVPI1	Avpi1
AVPR1A	Avpr1a
AVPR1B	Avpr1b
AVPR2	Avpr2
AWAT1	Awat1
AWAT2	Awat2
AXDND1	Axdnd1
AXIN1	Axin1
AXIN2	Axin2
AXL	Axl
AZGP1	Azgp1
AZI2	Azi2
AZIN1	Azin1
B2M	B2m
B3GALNT1	B3galnt1
B3GALNT2	B3galnt2
B3GALT1	B3galt1
B3GALT2	B3galt2
B3GALT4	B3galt4
B3GALT5	B3galt5
B3GALT6	B3galt6
B3GAT1	B3gat1
B3GAT2	B3gat2
B3GAT3	B3gat3
B3GNT2	B3gnt2
B3GNT3	B3gnt3
B3GNT4	B3gnt4
B3GNT5	B3gnt5
B3GNT6	B3gnt6
B3GNT7	B3gnt7
B3GNT8	B3gnt8
B3GNT9	B3gnt9
B3GNTL1	B3gntl1
B4GALNT1	B4galnt1
B4GALNT2	B4galnt2
B4GALNT3	B4galnt3
B4GALNT4	B4galnt4
B4GALT1	B4galt1
B4GALT2	B4galt2
B4GALT3	B4galt3
B4GALT4	B4galt4
B4GALT5	B4galt5
B4GALT6	B4galt6
B4GALT7	B4galt7
B9D1	B9d1
B9D2	B9d2
BAALC	Baalc
BAAT	Baat
BABAM1	Babam1
BACE1	Bace1
BACE2	Bace2
BACH1	Bach1
BACH2	Bach2
BAD	Bad
BAG1	Bag1
BAG2	Bag2
BAG3	Bag3
BAG4	Bag4
BAG5	Bag5
BAG6	Bag6
BAHD1	Bahd1
BAIAP2	Baiap2
BAIAP2L1	Baiap2l1
BAIAP2L2	Baiap2l2
BAIAP3	Baiap3
BAK1	Bak1
BAMBI	Bambi
BANF1	Banf1
BANF2	Banf2
BANK1	Bank1
BANP	Banp
BAP1	Bap1
BARD1	Bard1
BARHL1	Barhl1
BARHL2	Barhl2
BARX1	Barx1
BARX2	Barx2
BASP1	Basp1
BATF	Batf
BATF2	Batf2
BATF3	Batf3
BAX	Bax
BAZ1A	Baz1a
BAZ1B	Baz1b
BAZ2A	Baz2a
BAZ2B	Baz2b
BBC3	Bbc3
BBIP1	Bbip1
BBOX1	Bbox1
BBS1	Bbs1
BBS10	Bbs10
BBS12	Bbs12
BBS2	Bbs2
BBS4	Bbs4
BBS5	Bbs5
BBS7	Bbs7
BBS9	Bbs9
BBX	Bbx
BCAM	Bcam
BCAN	Bcan
BCAP29	Bcap29
BCAP31	Bcap31
BCAR1	Bcar1
BCAR3	Bcar3
BCAS1	Bcas1
BCAS2	Bcas2
BCAS3	Bcas3
BCAT1	Bcat1
BCAT2	Bcat2
BCCIP	Bccip
BCDIN3D	Bcdin3d
BCHE	Bche
BCKDHA	Bckdha
BCKDHB	Bckdhb
BCKDK	Bckdk
BCL10	Bcl10
BCL11A	Bcl11a
BCL11B	Bcl11b
BCL2	Bcl2
BCL2A1	Bcl2a1a
BCL2A1	Bcl2a1b
BCL2A1	Bcl2a1d
BCL2L1	Bcl2l1
BCL2L10	Bcl2l10
BCL2L11	Bcl2l11
BCL2L12	Bcl2l12
BCL2L13	Bcl2l13
BCL2L14	Bcl2l14
BCL2L15	Bcl2l15
BCL2L2	Bcl2l2
BCL3	Bcl3
BCL6	Bcl6
BCL6B	Bcl6b
BCL7A	Bcl7a
BCL7B	Bcl7b
BCL7C	Bcl7c
BCL9	Bcl9
BCL9L	Bcl9l
BCLAF1	Bclaf1
BCO2	Bco2
BCOR	Bcor
BCORL1	Bcorl1
BCR	Bcr
BCS1L	Bcs1l
BDH1	Bdh1
BDH2	Bdh2
BDKRB1	Bdkrb1
BDKRB2	Bdkrb2
BDNF	Bdnf
BDP1	Bdp1
BEAN1	Bean1
BECN1	Becn1
BEGAIN	Begain
BEND3	Bend3
BEND4	Bend4
BEND5	Bend5
BEND6	Bend6
BEND7	Bend7
BEST1	Best1
BEST2	Best2
BEST3	Best3
BET1	Bet1
BET1L	Bet1l
BEX1	Bex2
BEX2	Bex1
BEX4	Bex4
BFAR	Bfar
BFSP1	Bfsp1
BFSP2	Bfsp2
BGLAP	Bglap
BGLAP	Bglap2
BGLAP	Bglap3
BGN	Bgn
BHLHA15	Bhlha15
BHLHA9	Bhlha9
BHLHB9	Bhlhb9
BHLHE22	Bhlhe22
BHLHE23	Bhlhe23
BHLHE40	Bhlhe40
BHLHE41	Bhlhe41
BHMT	Bhmt
BHMT2	Bhmt2
BICC1	Bicc1
BICD1	Bicd1
BICD2	Bicd2
BID	Bid
BIK	Bik
BIN1	Bin1
BIN2	Bin2
BIN3	Bin3
BIRC2	Birc2
BIRC3	Birc3
BIRC5	Birc5
BIRC6	Birc6
BIRC7	Birc7
BIVM	Bivm
BLCAP	Blcap
BLK	Blk
BLM	Blm
BLMH	Blmh
BLNK	Blnk
BLOC1S1	Bloc1s1
BLOC1S2	Bloc1s2
BLOC1S3	Bloc1s3
BLOC1S4	Bloc1s4
BLOC1S5	Bloc1s5
BLOC1S6	Bloc1s6
BLVRA	Blvra
BLVRB	Blvrb
BLZF1	Blzf1
BMF	Bmf
BMI1	Bmi1
BMP1	Bmp1
BMP10	Bmp10
BMP15	Bmp15
BMP2	Bmp2
BMP2K	Bmp2k
BMP3	Bmp3
BMP4	Bmp4
BMP5	Bmp5
BMP6	Bmp6
BMP7	Bmp7
BMP8A	Bmp8a
BMP8B	Bmp8b
BMPER	Bmper
BMPR1A	Bmpr1a
BMPR1B	Bmpr1b
BMPR2	Bmpr2
BMS1	Bms1
BMX	Bmx
BNC1	Bnc1
BNC2	Bnc2
BNIP1	Bnip1
BNIP2	Bnip2
BNIP3	Bnip3
BNIP3L	Bnip3l
BNIPL	Bnipl
BOC	Boc
BOD1	Bod1
BOD1L1	Bod1l
BOK	Bok
BOLA1	Bola1
BOLA2	Bola2
BOLA3	Bola3
BOLL	Boll
BOP1	Bop1
BORA	Bora
BPGM	Bpgm
BPHL	Bphl
BPI	Bpi
BPIFA1	Bpifa1
BPIFA2	Bpifa2
BPIFA3	Bpifa3
BPIFB1	Bpifb1
BPIFB2	Bpifb2
BPIFB3	Bpifb3
BPIFB4	Bpifb4
BPIFB6	Bpifb6
BPIFC	Bpifc
BPNT1	Bpnt1
BPTF	Bptf
BRAF	Braf
BRAP	Brap
BRAT1	Brat1
BRCA1	Brca1
BRCA2	Brca2
BRCC3	Brcc3
BRD1	Brd1
BRD2	Brd2
BRD3	Brd3
BRD4	Brd4
BRD7	Brd7
BRD8	Brd8
BRD9	Brd9
BRDT	Brdt
BRF1	Brf1
BRF2	Brf2
BRI3	Bri3
BRI3BP	Bri3bp
BRICD5	Bricd5
BRINP1	Brinp1
BRINP2	Brinp2
BRINP3	Brinp3
BRIP1	Brip1
BRIX1	Brix1
BRK1	Brk1
BRMS1	Brms1
BRMS1L	Brms1l
BROX	Brox
BRPF1	Brpf1
BRPF3	Brpf3
BRS3	Brs3
BRSK1	Brsk1
BRSK2	Brsk2
BRWD1	Brwd1
BRWD3	Brwd3
BSCL2	Bscl2
BSDC1	Bsdc1
BSG	Bsg
BSN	Bsn
BSND	Bsnd
BSPH1	Bsph1
BSPRY	Bspry
BST1	Bst1
BST2	Bst2
BSX	Bsx
BTAF1	Btaf1
BTBD1	Btbd1
BTBD10	Btbd10
BTBD11	Btbd11
BTBD16	Btbd16
BTBD17	Btbd17
BTBD18	Btbd18
BTBD19	Btbd19
BTBD2	Btbd2
BTBD3	Btbd3
BTBD6	Btbd6
BTBD7	Btbd7
BTBD9	Btbd9
BTC	Btc
BTD	Btd
BTF3	Btf3
BTF3L4	Btf3l4
BTG1	Btg1
BTG2	Btg2
BTG3	Btg3
BTG4	Btg4
BTK	Btk
BTLA	Btla
BTN1A1	Btn1a1
BTN2A2	Btn2a2
BTNL2	Btnl2
BTNL9	Btnl9
BTRC	Btrc
BUB1	Bub1
BUB1B	Bub1b
BUB3	Bub3
BUD13	Bud13
BUD31	Bud31
BVES	Bves
BYSL	Bysl
BZW1	Bzw1
BZW2	Bzw2
C10orf105	Gm17455
C10orf120	4933402N03Rik
C10orf53	1700024G13Rik
C10orf62	4933411K16Rik
C10orf67	4921504E06Rik
C10orf71	3425401B19Rik
C10orf82	1700019N19Rik
C10orf88	2310057M21Rik
C10orf90	D7Ertd443e
C10orf99	2610528A11Rik
C11orf1	1110032A03Rik
C11orf16	BC051019
C11orf24	1810055G02Rik
C11orf42	Gm5901
C11orf49	1110051M20Rik
C11orf52	2310030G06Rik
C11orf53	1810046K07Rik
C11orf54	4931406C07Rik
C11orf58	1110004F10Rik
C11orf65	4930550C14Rik
C11orf68	AI837181
C11orf71	Gm5617
C11orf80	Gm960
C11orf86	2010003K11Rik
C11orf87	AI593442
C11orf88	4833427G06Rik
C11orf91	A930018P22Rik
C11orf94	1700029I15Rik
C11orf95	2700081O15Rik
C11orf96	Gm13889
C12orf10	Myg1
C12orf29	4930430F08Rik
C12orf4	D6Wsu163e
C12orf40	CN725425
C12orf42	1700113H08Rik
C12orf43	2210016L21Rik
C12orf45	D10Wsu102e
C12orf49	2410131K14Rik
C12orf50	1700017N19Rik
C12orf56	D930020B18Rik
C12orf57	Grcc10
C12orf60	BC049715
C12orf65	2810006K23Rik
C12orf66	BC048403
C12orf71	1700034J05Rik
C12orf73	1190007I07Rik
C12orf75	1500009L16Rik
C14orf119	1700123O20Rik
C14orf132	D430019H16Rik
C14orf180	A530016L24Rik
C14orf28	Gm527
C14orf39	4930447C04Rik
C14orf93	4931414P19Rik
C15orf39	1700017B05Rik
C15orf40	3110040N11Rik
C15orf41	BC052040
C15orf48	AA467197
C15orf61	2300009A05Rik
C15orf62	Gm14137
C15orf65	Ccpg1os
C16orf46	1700030J22Rik
C16orf54	AI467606
C16orf58	BC017158
C16orf70	D230025D16Rik
C16orf72	1810013L24Rik
C16orf74	1190005I06Rik
C16orf78	4933402J07Rik
C16orf86	4933405L10Rik
C16orf87	4921524J17Rik
C16orf89	AU021092
C16orf90	1700037C18Rik
C16orf91	BC003965
C16orf92	4930451I11Rik
C16orf95	1700018B08Rik
C16orf96	4930562C15Rik
C17orf107	4930544D05Rik
C17orf49	0610010K14Rik
C17orf50	1700020L24Rik
C17orf58	1810010H24Rik
C17orf64	1700125H20Rik
C17orf67	Gm525
C17orf75	5730455P16Rik
C17orf78	Gm11437
C17orf80	D11Wsu47e
C17orf97	1700016K19Rik
C17orf98	1700001P01Rik
C17orf99	6030468B19Rik
C18orf21	2700062C07Rik
C18orf25	8030462N17Rik
C18orf32	BC031181
C18orf54	4930503L19Rik
C19orf12	1600014C10Rik
C19orf18	2900092C05Rik
C19orf25	2310011J03Rik
C19orf33	2200002D01Rik
C19orf38	AB124611
C19orf44	1700030K09Rik
C19orf47	2310022A10Rik
C19orf48	2410002F23Rik
C19orf53	D8Ertd738e
C19orf54	BC024978
C19orf57	4930432K21Rik
C19orf67	1700067K01Rik
C19orf71	4930404N11Rik
C19orf81	1700008O03Rik
C1D	C1d
C1GALT1	C1galt1
C1GALT1C1	C1galt1c1
C1orf100	1700016C15Rik
C1orf105	4930558K02Rik
C1orf109	9930104L06Rik
C1orf112	BC055324
C1orf115	C130074G19Rik
C1orf116	AA986860
C1orf122	1110065P20Rik
C1orf127	Gm572
C1orf131	2810004N23Rik
C1orf141	4921539E11Rik
C1orf146	1700028K03Rik
C1orf158	1700012P22Rik
C1orf159	9430015G10Rik
C1orf162	I830077J02Rik
C1orf174	A430005L14Rik
C1orf185	4930522H14Rik
C1orf194	1700013F07Rik
C1orf198	2310022B05Rik
C1orf21	1700025G04Rik
C1orf210	2610528J11Rik
C1orf216	5730409E04Rik
C1orf226	Gm7694
C1orf35	2310033P09Rik
C1orf43	4933434E20Rik
C1orf50	AU022252
C1orf52	2410004B18Rik
C1orf53	2310009B15Rik
C1orf54	BC028528
C1orf56	Gm128
C1orf68	2310050C09Rik
C1orf74	A130010J15Rik
C1orf87	Gm12695
C1orf94	CK137956
C1QA	C1qa
C1QB	C1qb
C1QBP	C1qbp
C1QC	C1qc
C1QL1	C1ql1
C1QL2	C1ql2
C1QL3	C1ql3
C1QL4	C1ql4
C1QTNF1	C1qtnf1
C1QTNF2	C1qtnf2
C1QTNF3	C1qtnf3
C1QTNF4	C1qtnf4
C1QTNF5	C1qtnf5
C1QTNF6	C1qtnf6
C1QTNF7	C1qtnf7
C1QTNF9	C1qtnf9
C1QTNF9B	C1qtnf9
C1R	C1ra
C1R	C1rb
C1RL	C1rl
C1S	C1s1
C1S	C1s2
C2	C2
C20orf141	1700020A23Rik
C20orf144	1700003F12Rik
C20orf173	6430550D23Rik
C20orf194	4930402H24Rik
C20orf202	Tmem74bos
C20orf27	1700037H04Rik
C20orf85	1700021F07Rik
C20orf96	6820408C15Rik
C21orf58	2610028H24Rik
C21orf62	4932438H23Rik
C21orf91	D16Ertd472e
C22orf15	Gm867
C22orf23	1700088E04Rik
C22orf39	2510002D24Rik
C22orf46	4930407I10Rik
C2CD2	C2cd2
C2CD2L	C2cd2l
C2CD3	C2cd3
C2CD4A	C2cd4a
C2CD4B	C2cd4b
C2CD4C	C2cd4c
C2CD4D	C2cd4d
C2CD5	C2cd5
C2orf16	4932415D10Rik
C2orf42	C87436
C2orf49	AI597479
C2orf50	2410004P03Rik
C2orf66	Gm34066
C2orf68	0610030E20Rik
C2orf69	1700066M21Rik
C2orf72	2810459M11Rik
C2orf73	4930505A04Rik
C2orf74	1700093K21Rik
C2orf76	3110009E18Rik
C2orf80	D630023F18Rik
C2orf81	1700003E16Rik
C2orf88	1700019D03Rik
C3	C3
C3AR1	C3ar1
C3orf14	3830406C13Rik
C3orf18	6430571L13Rik
C3orf20	4930590J08Rik
C3orf22	BC048671
C3orf33	E130311K13Rik
C3orf38	4930453N24Rik
C3orf52	BC016579
C3orf62	1700102P08Rik
C3orf67	4930452B06Rik
C3orf70	2510009E07Rik
C3orf80	1110032F04Rik
C3orf84	BC048562
C4A	C4b
C4B	C4b
C4orf17	4930579F01Rik
C4orf19	0610040J01Rik
C4orf3	1810037I17Rik
C4orf33	D3Ertd751e
C4orf36	1700016H13Rik
C4orf45	Gm17359
C4orf46	4930579G24Rik
C4orf47	1700029J07Rik
C4orf48	Gm1673
C4orf51	1700011L22Rik
C5	Hc
C5AR1	C5ar1
C5AR2	C5ar2
C5orf15	9530068E07Rik
C5orf22	6030458C11Rik
C5orf24	B230219D22Rik
C5orf34	4833420G17Rik
C5orf46	Gm94
C5orf47	4930524B15Rik
C5orf49	1700001L19Rik
C5orf51	AW549877
C5orf52	4921536K21Rik
C5orf63	C330018D20Rik
C6	C6
C6orf118	1700010I14Rik
C6orf120	1600012H06Rik
C6orf132	AI661453
C6orf136	2310061I04Rik
C6orf141	9130008F23Rik
C6orf15	2300002M23Rik
C6orf163	Gm136
C6orf201	4933417A18Rik
C6orf226	2310039H08Rik
C6orf47	D17H6S53E
C6orf58	2310057J18Rik
C6orf62	BC005537
C6orf89	BC004004
C7	C7
C7orf25	AW209491
C7orf26	E130309D02Rik
C7orf31	4921507P07Rik
C7orf50	3110082I17Rik
C7orf57	Gm11992
C7orf61	Tsc22d4
C8A	C8a
C8B	C8b
C8G	C8g
C8orf33	1110038F14Rik
C8orf34	A830018L16Rik
C8orf37	2610301B20Rik
C8orf48	AI429214
C8orf58	9930012K11Rik
C8orf74	4930578I06Rik
C8orf76	9130401M01Rik
C8orf82	C030006K11Rik
C8orf88	Gm11837
C9	C9
C9orf116	1700007K13Rik
C9orf131	1700022I11Rik
C9orf135	1700028P14Rik
C9orf152	D630039A03Rik
C9orf153	4921517D22Rik
C9orf16	1110008P14Rik
C9orf24	1110017D15Rik
C9orf40	D030056L22Rik
C9orf43	4933430I17Rik
C9orf50	1700001O22Rik
C9orf57	Gm3443
C9orf64	2210016F16Rik
C9orf78	BC005624
C9orf85	1110059E24Rik
CA1	Car1
CA10	Car10
CA11	Car11
CA12	Car12
CA13	Car13
CA14	Car14
CA2	Car2
CA3	Car3
CA4	Car4
CA5A	Car5a
CA5B	Car5b
CA6	Car6
CA7	Car7
CA8	Car8
CA9	Car9
CAAP1	Caap1
CAB39	Cab39
CAB39L	Cab39l
CABIN1	Cabin1
CABLES1	Cables1
CABLES2	Cables2
CABP1	Cabp1
CABP2	Cabp2
CABP4	Cabp4
CABP5	Cabp5
CABP7	Cabp7
CABS1	Cabs1
CABYR	Cabyr
CACFD1	Cacfd1
CACHD1	Cachd1
CACNA1A	Cacna1a
CACNA1B	Cacna1b
CACNA1C	Cacna1c
CACNA1D	Cacna1d
CACNA1E	Cacna1e
CACNA1F	Cacna1f
CACNA1G	Cacna1g
CACNA1H	Cacna1h
CACNA1I	Cacna1i
CACNA1S	Cacna1s
CACNA2D1	Cacna2d1
CACNA2D2	Cacna2d2
CACNA2D3	Cacna2d3
CACNA2D4	Cacna2d4
CACNB1	Cacnb1
CACNB2	Cacnb2
CACNB3	Cacnb3
CACNB4	Cacnb4
CACNG1	Cacng1
CACNG2	Cacng2
CACNG3	Cacng3
CACNG4	Cacng4
CACNG5	Cacng5
CACNG6	Cacng6
CACNG7	Cacng7
CACNG8	Cacng8
CACTIN	Cactin
CACUL1	Cacul1
CACYBP	Cacybp
CAD	Cad
CADM1	Cadm1
CADM2	Cadm2
CADM3	Cadm3
CADM4	Cadm4
CADPS	Cadps
CADPS2	Cadps2
CAGE1	Cage1
CALB1	Calb1
CALB2	Calb2
CALCA	Calca
CALCB	Calcb
CALCOCO1	Calcoco1
CALCOCO2	Calcoco2
CALCR	Calcr
CALCRL	Calcrl
CALD1	Cald1
CALHM1	Calhm1
CALHM2	Calhm2
CALHM3	Calhm3
CALM1	Calm1
CALM2	Calm2
CALM3	Calm3
CALML3	Calml3
CALML4	Calml4
CALML5	Calm4
CALN1	Caln1
CALR	Calr
CALR3	Calr3
CALU	Calu
CALY	Caly
CAMK1	Camk1
CAMK1D	Camk1d
CAMK1G	Camk1g
CAMK2A	Camk2a
CAMK2B	Camk2b
CAMK2D	Camk2d
CAMK2G	Camk2g
CAMK2N1	Camk2n1
CAMK2N2	Camk2n2
CAMK4	Camk4
CAMKK1	Camkk1
CAMKK2	Camkk2
CAMKMT	Camkmt
CAMKV	Camkv
CAMLG	Caml
CAMP	Camp
CAMSAP1	Camsap1
CAMSAP2	Camsap2
CAMSAP3	Camsap3
CAMTA1	Camta1
CAMTA2	Camta2
CAND1	Cand1
CAND2	Cand2
CANT1	Cant1
CANX	Canx
CAP1	Cap1
CAP2	Cap2
CAPG	Capg
CAPN1	Capn1
CAPN10	Capn10
CAPN11	Capn11
CAPN12	Capn12
CAPN13	Capn13
CAPN15	Capn15
CAPN2	Capn2
CAPN3	Capn3
CAPN5	Capn5
CAPN6	Capn6
CAPN7	Capn7
CAPN8	Capn8
CAPN9	Capn9
CAPNS1	Capns1
CAPNS2	Capns2
CAPRIN1	Caprin1
CAPRIN2	Caprin2
CAPS2	Caps2
CAPSL	Capsl
CAPZA1	Capza1
CAPZA2	Capza2
CAPZA3	Capza3
CAPZB	Capzb
CARD10	Card10
CARD11	Card11
CARD14	Card14
CARD6	Card6
CARD9	Card9
CARF	Carf
CARHSP1	Carhsp1
CARM1	Carm1
CARNS1	Carns1
CARS2	Cars2
CARTPT	Cartpt
CASC1	Casc1
CASC3	Casc3
CASC4	Casc4
CASD1	Casd1
CASK	Cask
CASKIN1	Caskin1
CASKIN2	Caskin2
CASP1	Casp1
CASP12	Casp12
CASP14	Casp14
CASP2	Casp2
CASP3	Casp3
CASP4	Casp4
CASP6	Casp6
CASP7	Casp7
CASP8	Casp8
CASP9	Casp9
CASQ1	Casq1
CASQ2	Casq2
CASR	Casr
CASS4	Cass4
CAST	Cast
CASZ1	Casz1
CAT	Cat
CATSPER1	Catsper1
CATSPER2	Catsper2
CATSPER3	Catsper3
CATSPER4	Catsper4
CATSPERB	Catsperb
CATSPERD	Catsperd
CATSPERG	Catsperg1
CATSPERG	Catsperg2
CAV1	Cav1
CAV2	Cav2
CAV3	Cav3
CBFA2T2	Cbfa2t2
CBFA2T3	Cbfa2t3
CBFB	Cbfb
CBL	Cbl
CBLB	Cblb
CBLC	Cblc
CBLL1	Cbll1
CBLN1	Cbln1
CBLN2	Cbln2
CBLN3	Cbln3
CBLN4	Cbln4
CBR1	Cbr1
CBR3	Cbr3
CBR4	Cbr4
CBS	Cbs
CBWD1	Cbwd1
CBX1	Cbx1
CBX2	Cbx2
CBX3	Cbx3
CBX4	Cbx4
CBX5	Cbx5
CBX6	Cbx6
CBX7	Cbx7
CBX8	Cbx8
CBY1	Cby1
CBY3	Cby3
CC2D1A	Cc2d1a
CC2D1B	Cc2d1b
CC2D2A	Cc2d2a
CCAR1	Ccar1
CCAR2	Ccar2
CCBE1	Ccbe1
CCDC102A	Ccdc102a
CCDC103	Ccdc103
CCDC105	Ccdc105
CCDC106	Ccdc106
CCDC107	Ccdc107
CCDC110	Ccdc110
CCDC112	Ccdc112
CCDC113	Ccdc113
CCDC114	Ccdc114
CCDC115	Ccdc115
CCDC116	Ccdc116
CCDC117	Ccdc117
CCDC12	Ccdc12
CCDC120	Ccdc120
CCDC121	4930548H24Rik
CCDC122	Ccdc122
CCDC124	Ccdc124
CCDC125	Ccdc125
CCDC126	Ccdc126
CCDC127	Ccdc127
CCDC13	Ccdc13
CCDC130	Ccdc130
CCDC134	Ccdc134
CCDC136	Ccdc136
CCDC137	Ccdc137
CCDC138	Ccdc138
CCDC14	Ccdc14
CCDC141	Ccdc141
CCDC142	Ccdc142
CCDC146	Ccdc146
CCDC148	Ccdc148
CCDC149	Ccdc149
CCDC15	Ccdc15
CCDC150	Ccdc150
CCDC151	Ccdc151
CCDC152	Ccdc152
CCDC153	Ccdc153
CCDC154	Ccdc154
CCDC155	Ccdc155
CCDC157	Ccdc157
CCDC158	Ccdc158
CCDC159	Ccdc159
CCDC160	Ccdc160
CCDC166	Ccdc166
CCDC167	Ccdc167
CCDC168	Gm8251
CCDC169	Ccdc169
CCDC17	Ccdc17
CCDC170	Ccdc170
CCDC171	Ccdc171
CCDC172	Ccdc172
CCDC173	Ccdc173
CCDC174	Ccdc174
CCDC175	Ccdc175
CCDC177	Ccdc177
CCDC178	Ccdc178
CCDC179	1700015G11Rik
CCDC18	Ccdc18
CCDC180	Ccdc180
CCDC181	Ccdc181
CCDC182	Ccdc182
CCDC183	Ccdc183
CCDC22	Ccdc22
CCDC24	Ccdc24
CCDC25	Ccdc25
CCDC27	Ccdc27
CCDC28A	Ccdc28a
CCDC28B	Ccdc28b
CCDC3	Ccdc3
CCDC30	Ccdc30
CCDC33	Ccdc33
CCDC34	Ccdc34
CCDC36	Ccdc36
CCDC38	Ccdc38
CCDC39	Ccdc39
CCDC40	Ccdc40
CCDC42	Ccdc42
CCDC43	Ccdc43
CCDC47	Ccdc47
CCDC50	Ccdc50
CCDC51	Ccdc51
CCDC54	Ccdc54
CCDC57	Ccdc57
CCDC58	Ccdc58
CCDC59	Ccdc59
CCDC6	Ccdc6
CCDC60	Ccdc60
CCDC61	Ccdc61
CCDC62	Ccdc62
CCDC63	Ccdc63
CCDC65	Ccdc65
CCDC66	Ccdc66
CCDC68	Ccdc68
CCDC69	Ccdc69
CCDC7	Ccdc7a
CCDC7	Ccdc7b
CCDC70	Ccdc70
CCDC71	Ccdc71
CCDC71L	Ccdc71l
CCDC73	Ccdc73
CCDC74A	Ccdc74a
CCDC74B	Ccdc74a
CCDC77	Ccdc77
CCDC78	Ccdc78
CCDC8	Ccdc8
CCDC80	Ccdc80
CCDC81	Ccdc81
CCDC82	Ccdc82
CCDC83	Ccdc83
CCDC84	Ccdc84
CCDC85A	Ccdc85a
CCDC85B	Ccdc85b
CCDC85C	Ccdc85c
CCDC86	Ccdc86
CCDC87	Ccdc87
CCDC88A	Ccdc88a
CCDC88B	Ccdc88b
CCDC88C	Ccdc88c
CCDC89	Ccdc89
CCDC9	Ccdc9
CCDC90B	Ccdc90b
CCDC91	Ccdc91
CCDC92	Ccdc92
CCDC93	Ccdc93
CCDC96	Ccdc96
CCDC97	Ccdc97
CCER1	Ccer1
CCER2	Ccer2
CCHCR1	Cchcr1
CCIN	Ccin
CCK	Cck
CCKAR	Cckar
CCKBR	Cckbr
CCL1	Ccl1
CCL11	Ccl11
CCL17	Ccl17
CCL19	Ccl19
CCL2	Ccl2
CCL20	Ccl20
CCL21	Ccl21a
CCL21	Ccl21b
CCL21	Gm10591
CCL21	Gm13304
CCL22	Ccl22
CCL24	Ccl24
CCL25	Ccl25
CCL26	Ccl26
CCL27	Ccl27a
CCL27	Ccl27b
CCL27	Gm13306
CCL28	Ccl28
CCL3	Ccl3
CCL4	Ccl4
CCL5	Ccl5
CCL7	Ccl7
CCM2	Ccm2
CCM2L	Ccm2l
CCNA1	Ccna1
CCNA2	Ccna2
CCNB1	Ccnb1
CCNB1IP1	Ccnb1ip1
CCNB2	Ccnb2
CCNB3	Ccnb3
CCNC	Ccnc
CCND1	Ccnd1
CCND2	Ccnd2
CCND3	Ccnd3
CCNDBP1	Ccndbp1
CCNE1	Ccne1
CCNE2	Ccne2
CCNF	Ccnf
CCNG1	Ccng1
CCNG2	Ccng2
CCNH	Ccnh
CCNI	Ccni
CCNJ	Ccnj
CCNJL	Ccnjl
CCNK	Ccnk
CCNL1	Ccnl1
CCNL2	Ccnl2
CCNO	Ccno
CCNT1	Ccnt1
CCNT2	Ccnt2
CCNY	Ccny
CCNYL1	Ccnyl1
CCP110	Ccp110
CCPG1	Ccpg1
CCR1	Ccr1
CCR10	Ccr10
CCR2	Ccr2
CCR3	Ccr3
CCR4	Ccr4
CCR5	Ccr5
CCR6	Ccr6
CCR7	Ccr7
CCR8	Ccr8
CCR9	Ccr9
CCRL2	Ccrl2
CCS	Ccs
CCSAP	Ccsap
CCSER1	Ccser1
CCSER2	Ccser2
CCT2	Cct2
CCT3	Cct3
CCT4	Cct4
CCT5	Cct5
CCT6B	Cct6b
CCT7	Cct7
CCT8	Cct8
CCZ1	Ccz1
CD101	Cd101
CD109	Cd109
CD14	Cd14
CD151	Cd151
CD160	Cd160
CD163	Cd163
CD164	Cd164
CD164L2	Cd164l2
CD180	Cd180
CD19	Cd19
CD1D	Cd1d1
CD2	Cd2
CD200	Cd200
CD200R1	Cd200r1
CD200R1	Cd200r2
CD200R1	Cd200r3
CD200R1	Cd200r4
CD200R1L	Cd200r1
