hgGenes	mmGenes
SLAMF8	Slamf8
SNORD64	Snord64
VSIG8	Vsig8
TAGLN2	Tagln2
IGSF9	Igsf9
SLAMF9	Slamf9
PIGM	Pigm
KCNJ10	Kcnj10
KCNJ9	Kcnj9
IGSF8	Igsf8
ATP1A2	Atp1a2
ATP1A4	Atp1a4
CASQ1	Casq1
DCAF8	Dcaf8
PEX19	Pex19
COPA	Copa
NCSTN	Ncstn
NHLH1	Nhlh1
VANGL2	Vangl2
SLAMF6	Slamf6
CD84	Cd84
SLAMF1	Slamf1
CD48	Cd48
SLAMF7	Slamf7
LY9	Ly9
CD244	Cd244
ITLN1	Itln1
F11R	F11r
TSTD1	Tstd1
USF1	Usf1
ARHGAP30	Arhgap30
KLHDC9	Klhdc9
PFDN2	Pfdn2
NIT1	Nit1
DEDD	Dedd
UFC1	Ufc1
USP21	Usp21
PPOX	Ppox
B4GALT3	B4galt3
ADAMTS4	Adamts4
NDUFS2	Ndufs2
FCER1G	Fcer1g
APOA2	Apoa2
TOMM40L	Tomm40l
NR1I3	Nr1i3
PCP4L1	Pcp4l1
MPZ	Mpz
SDHC	Sdhc
FCGR2B	Fcgr2b
FCRLA	Fcrla
FCRLB	Fcrlb
DUSP12	Dusp12
ATF6	Atf6
OLFML2B	Olfml2b
NOS1AP	Nos1ap
UHMK1	Uhmk1
UAP1	Uap1
DDR2	Ddr2
HSD17B7	Hsd17b7
RGS4	Rgs4
RGS5	Rgs5
NUF2	Nuf2
PBX1	Pbx1
LMX1A	Lmx1a
RXRG	Rxrg
LRRC52	Lrrc52
MGST3	Mgst3
ALDH9A1	Aldh9a1
TMCO1	Tmco1
UCK2	Uck2
FAM78B	Fam78b
POGK	Pogk
TADA1	Tada1
ILDR2	Ildr2
MAEL	Mael
GPA33	Gpa33
DUSP27	Dusp27
POU2F1	Pou2f1
CD247	Cd247
CREG1	Creg1
RCSD1	Rcsd1
MPZL1	Mpzl1
ADCY10	Adcy10
MPC2	Mpc2
DCAF6	Dcaf6
GPR161	Gpr161
TIPRL	Tiprl
SFT2D2	Sft2d2
TBX19	Tbx19
XCL1	Xcl1
DPT	Dpt
ATP1B1	Atp1b1
NME7	Nme7
BLZF1	Blzf1
CCDC181	Ccdc181
SLC19A2	Slc19a2
F5	F5
SELP	Selp
SELL	Sell
SELE	Sele
METTL18	Mettl18
SCYL3	Scyl3
KIFAP3	Kifap3
METTL11B	Mettl11b
GORAB	Gorab
PRRX1	Prrx1
MROH9	Mroh9
FMO3	Fmo3
FMO2	Fmo2
FMO1	Fmo1
FMO4	Fmo4
PRRC2C	Prrc2c
MYOC	Myoc
VAMP4	Vamp4
METTL13	Mettl13
DNM3	Dnm3
MIR214	Mir214
DNM3OS	Dnm3os
PIGC	Pigc
SUCO	Suco
TNFSF18	Tnfsf18
TNFSF4	Tnfsf4
PRDX6	Prdx6
ANKRD45	Ankrd45
KLHL20	Klhl20
CENPL	Cenpl
DARS2	Dars2
GAS5	Gas5
SNORD78	Snord78
ZBTB37	Zbtb37
SERPINC1	Serpinc1
RC3H1	Rc3h1
RABGAP1L	Rabgap1l
CACYBP	Cacybp
MRPS14	Mrps14
TNN	Tnn
TNR	Tnr
PAPPA2	Pappa2
ASTN1	Astn1
MIR488	Mir488
BRINP2	Brinp2
SEC16B	Sec16b
RASAL2	Rasal2
TEX35	Tex35
RALGPS2	Ralgps2
ANGPTL1	Angptl1
FAM20B	Fam20b
TOR3A	Tor3a
ABL2	Abl2
SOAT1	Soat1
AXDND1	Axdnd1
NPHS2	Nphs2
TDRD5	Tdrd5
FAM163A	Fam163a
TOR1AIP2	Tor1aip2
TOR1AIP1	Tor1aip1
CEP350	Cep350
QSOX1	Qsox1
LHX4	Lhx4
ACBD6	Acbd6
XPR1	Xpr1
STX6	Stx6
MR1	Mr1
IER5	Ier5
CACNA1E	Cacna1e
GLUL	Glul
RGSL1	Rgsl1
RNASEL	Rnasel
RGS16	Rgs16
RGS8	Rgs8
NPL	Npl
DHX9	Dhx9
SHCBP1L	Shcbp1l
LAMC1	Lamc1
LAMC2	Lamc2
NMNAT2	Nmnat2
SMG7	Smg7
NCF2	Ncf2
ARPC5	Arpc5
RGL1	Rgl1
APOBEC4	Apobec4
COLGALT2	Colgalt2
TSEN15	Tsen15
EDEM3	Edem3
FAM129A	Fam129a
RNF2	Rnf2
TRMT1L	Trmt1l
SWT1	Swt1
IVNS1ABP	Ivns1abp
HMCN1	Hmcn1
PRG4	Prg4
TPR	Tpr
PDC	Pdc
PTGS2	Ptgs2
PLA2G4A	Pla2g4a
BRINP3	Brinp3
RGS18	Rgs18
RGS21	Rgs21
RGS1	Rgs1
RGS13	Rgs13
RGS2	Rgs2
UCHL5	Uchl5
TROVE2	Trove2
GLRX2	Glrx2
CDC73	Cdc73
B3GALT2	B3galt2
KCNT2	Kcnt2
CFH	Cfh
CFHR3	Cfhr3
CFHR1	Cfhr1
CFHR2	Cfhr2
F13B	F13b
ASPM	Aspm
ZBTB41	Zbtb41
CRB1	Crb1
DENND1B	Dennd1b
LHX9	Lhx9
NEK7	Nek7
ATP6V1G3	Atp6v1g3
PTPRC	Ptprc
NR5A2	Nr5a2
KIF14	Kif14
DDX59	Ddx59
CAMSAP2	Camsap2
GPR25	Gpr25
KIF21B	Kif21b
CACNA1S	Cacna1s
ASCL5	Ascl5
TMEM9	Tmem9
IGFN1	Igfn1
PKP1	Pkp1
TNNT2	Tnnt2
LAD1	Lad1
TNNI1	Tnni1
PHLDA3	Phlda3
CSRP1	Csrp1
NAV1	Nav1
MIR1231	Mir1231
IPO9	Ipo9
SHISA4	Shisa4
LMOD1	Lmod1
TIMM17A	Timm17a
RNPEP	Rnpep
ELF3	Elf3
GPR37L1	Gpr37l1
ARL8A	Arl8a
PTPN7	Ptpn7
LGR6	Lgr6
UBE2T	Ube2t
PPP1R12B	Ppp1r12b
SYT2	Syt2
KDM5B	Kdm5b
RABIF	Rabif
KLHL12	Klhl12
ADIPOR1	Adipor1
CYB5R1	Cyb5r1
TMEM183A	Tmem183a
PPFIA4	Ppfia4
MYOG	Myog
ADORA1	Adora1
MYBPH	Mybph
CHIT1	Chit1
BTG2	Btg2
FMOD	Fmod
PRELP	Prelp
OPTC	Optc
ATP2B4	Atp2b4
LAX1	Lax1
ZC3H11A	Zc3h11a
ZBED6	Zbed6
SNRPE	Snrpe
SOX13	Sox13
ETNK2	Etnk2
KISS1	Kiss1
GOLT1A	Golt1a
PLEKHA6	Plekha6
PPP1R15B	Ppp1r15b
PIK3C2B	Pik3c2b
MDM4	Mdm4
LRRN2	Lrrn2
NFASC	Nfasc
CNTN2	Cntn2
TMEM81	Tmem81
RBBP5	Rbbp5
DSTYK	Dstyk
TMCC2	Tmcc2
NUAK2	Nuak2
KLHDC8A	Klhdc8a
LEMD1	Lemd1
MIR135B	Mir135b
CDK18	Cdk18
ELK4	Elk4
SLC45A3	Slc45a3
NUCKS1	Nucks1
SLC41A1	Slc41a1
PM20D1	Pm20d1
SLC26A9	Slc26a9
FAM72A	Fam72a
AVPR1B	Avpr1b
SNORD60	Snord60
CTSE	Ctse
SRGAP2	Srgap2
IKBKE	Ikbke
RASSF5	Rassf5
EIF2D	Eif2d
DYRK3	Dyrk3
MAPKAPK2	Mapkapk2
IL10	Il10
IL19	Il19
IL20	Il20
IL24	Il24
PIGR	Pigr
FCAMR	Fcamr
YOD1	Yod1
PFKFB2	Pfkfb2
CD55	Cd55
CR2	Cr2
CR1L	Cr1l
CD46	Cd46
CD34	Cd34
PLXNA2	Plxna2
CAMK1G	Camk1g
LAMB3	Lamb3
G0S2	G0s2
HSD11B1	Hsd11b1
TRAF3IP3	Traf3ip3
IRF6	Irf6
DIEXF	Diexf
SYT14	Syt14
SERTAD4	Sertad4
HHAT	Hhat
KCNH1	Kcnh1
RCOR3	Rcor3
TRAF5	Traf5
RD3	Rd3
SLC30A1	Slc30a1
NEK2	Nek2
LPGAT1	Lpgat1
INTS7	Ints7
DTL	Dtl
PPP2R5A	Ppp2r5a
TMEM206	Tmem206
NENF	Nenf
ATF3	Atf3
FAM71A	Fam71a
BATF3	Batf3
NSL1	Nsl1
TATDN3	Tatdn3
FLVCR1	Flvcr1
VASH2	Vash2
ANGEL2	Angel2
RPS6KC1	Rps6kc1
PROX1	Prox1
SMYD2	Smyd2
PTPN14	Ptpn14
CENPF	Cenpf
KCNK2	Kcnk2
KCTD3	Kctd3
USH2A	Ush2a
ESRRG	Esrrg
GPATCH2	Gpatch2
SPATA17	Spata17
RRP15	Rrp15
TGFB2	Tgfb2
LYPLAL1	Lyplal1
SLC30A10	Slc30a10
EPRS	Eprs
BPNT1	Bpnt1
IARS2	Iars2
MIR215	Mir215
MIR194-1	Mir194-1
RAB3GAP2	Rab3gap2
SNORA36B	Snora36b
MARK1	Mark1
MARC2	Marc2
MARC1	Marc1
HLX	Hlx
DUSP10	Dusp10
HHIPL2	Hhipl2
TAF1A	Taf1a
MIA3	Mia3
AIDA	Aida
BROX	Brox
DISP1	Disp1
TLR5	Tlr5
SUSD4	Susd4
CAPN8	Capn8
CAPN2	Capn2
FBXO28	Fbxo28
DEGS1	Degs1
NVL	Nvl
CNIH4	Cnih4
WDR26	Wdr26
CNIH3	Cnih3
DNAH14	Dnah14
LBR	Lbr
ENAH	Enah
SRP9	Srp9
EPHX1	Ephx1
TMEM63A	Tmem63a
LEFTY1	Lefty1
PYCR2	Pycr2
LEFTY2	Lefty2
SDE2	Sde2
H3F3A	H3f3a
ACBD3	Acbd3
MIXL1	Mixl1
LIN9	Lin9
PARP1	Parp1
ITPKB	Itpkb
PSEN2	Psen2
CDC42BPA	Cdc42bpa
SNAP47	Snap47
JMJD4	Jmjd4
PRSS38	Prss38
WNT9A	Wnt9a
WNT3A	Wnt3a
ARF1	Arf1
MIR3620	Mir3620
MRPL55	Mrpl55
GUK1	Guk1
GJC2	Gjc2
IBA57	Iba57
OBSCN	Obscn
TRIM11	Trim11
TRIM17	Trim17
HIST3H2A	Hist3h2a
HIST3H2BA	Hist3h2ba
RNF187	Rnf187
BTNL10	Btnl10
RHOU	Rhou
RAB4A	Rab4a
CCSAP	Ccsap
ACTA1	Acta1
NUP133	Nup133
ABCB10	Abcb10
TAF5L	Taf5l
URB2	Urb2
GALNT2	Galnt2
PGBD5	Pgbd5
COG2	Cog2
AGT	Agt
CAPN9	Capn9
TTC13	Ttc13
ARV1	Arv1
FAM89A	Fam89a
TRIM67	Trim67
GNPAT	Gnpat
EXOC8	Exoc8
SPRTN	Sprtn
EGLN1	Egln1
TSNAX	Tsnax
DISC1	Disc1
SIPA1L2	Sipa1l2
MAP10	Map10
NTPCR	Ntpcr
KCNK1	Kcnk1
SLC35F3	Slc35f3
COA6	Coa6
TARBP1	Tarbp1
IRF2BP2	Irf2bp2
TOMM20	Tomm20
RBM34	Rbm34
ARID4B	Arid4b
GGPS1	Ggps1
TBCE	Tbce
B3GALNT2	B3galnt2
GNG4	Gng4
LYST	Lyst
NID1	Nid1
GPR137B	Gpr137b
ERO1LB	Ero1lb
EDARADD	Edaradd
LGALS8	Lgals8
HEATR1	Heatr1
ACTN2	Actn2
MTR	Mtr
RYR2	Ryr2
CHRM3	Chrm3
FMN2	Fmn2
GREM2	Grem2
RGS7	Rgs7
KMO	Kmo
OPN3	Opn3
CHML	Chml
WDR64	Wdr64
EXO1	Exo1
PLD5	Pld5
CEP170	Cep170
SDCCAG8	Sdccag8
AKT3	Akt3
ZBTB18	Zbtb18
ADSS	Adss
DESI2	Desi2
COX20	Cox20
HNRNPU	Hnrnpu
EFCAB2	Efcab2
KIF26B	Kif26b
SMYD3	Smyd3
TFB2M	Tfb2m
CNST	Cnst
SCCPDH	Sccpdh
AHCTF1	Ahctf1
NLRP3	Nlrp3
TRIM58	Trim58
LYPD8	Lypd8
SH3BP5L	Sh3bp5l
FAM110C	Fam110c
SH3YL1	Sh3yl1
ACP1	Acp1
TMEM18	Tmem18
SNTG2	Sntg2
TPO	Tpo
PXDN	Pxdn
MYT1L	Myt1l
TRAPPC12	Trappc12
ADI1	Adi1
RNASEH1	Rnaseh1
RPS7	Rps7
COLEC11	Colec11
ALLC	Allc
DCDC2C	Dcdc2c
SOX11	Sox11
CMPK2	Cmpk2
RSAD2	Rsad2
RNF144A	Rnf144a
ID2	Id2
KIDINS220	Kidins220
MBOAT2	Mboat2
ASAP2	Asap2
ITGB1BP1	Itgb1bp1
CPSF3	Cpsf3
IAH1	Iah1
ADAM17	Adam17
YWHAQ	Ywhaq
TAF1B	Taf1b
GRHL1	Grhl1
KLF11	Klf11
CYS1	Cys1
RRM2	Rrm2
HPCAL1	Hpcal1
ODC1	Odc1
NOL10	Nol10
ATP6V1C2	Atp6v1c2
PDIA6	Pdia6
KCNF1	Kcnf1
PQLC3	Pqlc3
ROCK2	Rock2
E2F6	E2f6
GREB1	Greb1
NTSR2	Ntsr2
LPIN1	Lpin1
TRIB2	Trib2
FAM84A	Fam84a
NBAS	Nbas
DDX1	Ddx1
MYCN	Mycn
FAM49A	Fam49a
RAD51AP2	Rad51ap2
VSNL1	Vsnl1
SMC6	Smc6
GEN1	Gen1
MSGN1	Msgn1
KCNS3	Kcns3
RDH14	Rdh14
NT5C1B	Nt5c1b
OSR1	Osr1
TTC32	Ttc32
WDR35	Wdr35
MATN3	Matn3
LAPTM4A	Laptm4a
SDC1	Sdc1
PUM2	Pum2
RHOB	Rhob
HS1BP3	Hs1bp3
GDF7	Gdf7
APOB	Apob
KLHL29	Klhl29
ATAD2B	Atad2b
UBXN2A	Ubxn2a
MFSD2B	Mfsd2b
FKBP1B	Fkbp1b
FAM228B	Fam228b
PFN4	Pfn4
FAM228A	Fam228a
ITSN2	Itsn2
NCOA1	Ncoa1
PTRHD1	Ptrhd1
CENPO	Cenpo
ADCY3	Adcy3
DNAJC27	Dnajc27
EFR3B	Efr3b
POMC	Pomc
DNMT3A	Dnmt3a
DTNB	Dtnb
ASXL2	Asxl2
KIF3C	Kif3c
RAB10	Rab10
HADHA	Hadha
HADHB	Hadhb
DRC1	Drc1
OTOF	Otof
CIB4	Cib4
KCNK3	Kcnk3
SLC35F6	Slc35f6
CENPA	Cenpa
DPYSL5	Dpysl5
MAPRE3	Mapre3
TMEM214	Tmem214
AGBL5	Agbl5
OST4	Ost4
EMILIN1	Emilin1
KHK	Khk
CGREF1	Cgref1
ABHD1	Abhd1
PREB	Preb
TCF23	Tcf23
SLC5A6	Slc5a6
ATRAID	Atraid
CAD	Cad
SLC30A3	Slc30a3
DNAJC5G	Dnajc5g
TRIM54	Trim54
UCN	Ucn
MPV17	Mpv17
GTF3C2	Gtf3c2
EIF2B4	Eif2b4
SNX17	Snx17
PPM1G	Ppm1g
NRBP1	Nrbp1
KRTCAP3	Krtcap3
IFT172	Ift172
FNDC4	Fndc4
GCKR	Gckr
CCDC121	Ccdc121
GPN1	Gpn1
SUPT7L	Supt7l
SLC4A1AP	Slc4a1ap
MRPL33	Mrpl33
RBKS	Rbks
FOSL2	Fosl2
PLB1	Plb1
PPP1CB	Ppp1cb
SPDYA	Spdya
TRMT61B	Trmt61b
WDR43	Wdr43
SNORD92	Snord92
SNORD53	Snord53
CLIP4	Clip4
ALK	Alk
YPEL5	Ypel5
SNORA64	Snora64
LBH	Lbh
LCLAT1	Lclat1
CAPN13	Capn13
GALNT14	Galnt14
EHD3	Ehd3
XDH	Xdh
SRD5A2	Srd5a2
MEMO1	Memo1
DPY30	Dpy30
SPAST	Spast
SLC30A6	Slc30a6
NLRC4	Nlrc4
YIPF4	Yipf4
BIRC6	Birc6
TTC27	Ttc27
LTBP1	Ltbp1
RASGRP3	Rasgrp3
FAM98A	Fam98a
CRIM1	Crim1
FEZ2	Fez2
VIT	Vit
STRN	Strn
HEATR5B	Heatr5b
GPATCH11	Gpatch11
EIF2AK2	Eif2ak2
SULT6B1	Sult6b1
CEBPZ	Cebpz
NDUFAF7	Ndufaf7
PRKD3	Prkd3
QPCT	Qpct
CDC42EP3	Cdc42ep3
RMDN2	Rmdn2
CYP1B1	Cyp1b1
ATL2	Atl2
HNRNPLL	Hnrnpll
GALM	Galm
SRSF7	Srsf7
GEMIN6	Gemin6
DHX57	Dhx57
MORN2	Morn2
ARHGEF33	Arhgef33
SOS1	Sos1
CDKL4	Cdkl4
MAP4K3	Map4k3
THUMPD2	Thumpd2
SLC8A1	Slc8a1
PKDCC	Pkdcc
EML4	Eml4
COX7A2L	Cox7a2l
KCNG3	Kcng3
MTA3	Mta3
HAAO	Haao
THADA	Thada
ZFP36L2	Zfp36l2
PLEKHH2	Plekhh2
DYNC2LI1	Dync2li1
ABCG5	Abcg5
ABCG8	Abcg8
LRPPRC	Lrpprc
PPM1B	Ppm1b
SLC3A1	Slc3a1
PREPL	Prepl
CAMKMT	Camkmt
SIX3	Six3
SIX2	Six2
SRBD1	Srbd1
PRKCE	Prkce
EPAS1	Epas1
TMEM247	Tmem247
ATP6V1E2	Atp6v1e2
RHOQ	Rhoq
PIGF	Pigf
CRIPT	Cript
SOCS5	Socs5
MCFD2	Mcfd2
CALM2	Calm2
EPCAM	Epcam
MSH2	Msh2
KCNK12	Kcnk12
MSH6	Msh6
FBXO11	Fbxo11
FOXN2	Foxn2
PPP1R21	Ppp1r21
STON1	Ston1
GTF2A1L	Gtf2a1l
LHCGR	Lhcgr
FSHR	Fshr
SNORA75	Snora75
NRXN1	Nrxn1
ASB3	Asb3
CHAC2	Chac2
ERLEC1	Erlec1
GPR75	Gpr75
PSME4	Psme4
ACYP2	Acyp2
SPTBN1	Sptbn1
EML6	Eml6
RTN4	Rtn4
CLHC1	Clhc1
RPS27A	Rps27a
MTIF2	Mtif2
CCDC88A	Ccdc88a
PNPT1	Pnpt1
EFEMP1	Efemp1
MIR217	Mir217
MIR216A	Mir216a
MIR216B	Mir216b
CCDC85A	Ccdc85a
VRK2	Vrk2
FANCL	Fancl
BCL11A	Bcl11a
PAPOLG	Papolg
REL	Rel
PUS10	Pus10
PEX13	Pex13
AHSA2	Ahsa2
USP34	Usp34
XPO1	Xpo1
FAM161A	Fam161a
CCT4	Cct4
COMMD1	Commd1
B3GNT2	B3gnt2
TMEM17	Tmem17
EHBP1	Ehbp1
OTX1	Otx1
WDPCP	Wdpcp
MDH1	Mdh1
UGP2	Ugp2
VPS54	Vps54
PELI1	Peli1
LGALSL	Lgalsl
AFTPH	Aftph
SERTAD2	Sertad2
SLC1A4	Slc1a4
CEP68	Cep68
RAB1A	Rab1a
ACTR2	Actr2
SPRED2	Spred2
MEIS1	Meis1
ETAA1	Etaa1
C1D	C1d
WDR92	Wdr92
PNO1	Pno1
PPP3R1	Ppp3r1
CNRIP1	Cnrip1
PLEK	Plek
FBXO48	Fbxo48
APLF	Aplf
PROKR1	Prokr1
ARHGAP25	Arhgap25
BMP10	Bmp10
GKN2	Gkn2
GKN1	Gkn1
ANTXR1	Antxr1
GFPT1	Gfpt1
NFU1	Nfu1
AAK1	Aak1
ANXA4	Anxa4
GMCL1	Gmcl1
SNRNP27	Snrnp27
MXD1	Mxd1
ASPRV1	Asprv1
PCBP1	Pcbp1
TIA1	Tia1
PCYOX1	Pcyox1
SNRPG	Snrpg
FAM136A	Fam136a
TGFA	Tgfa
ADD2	Add2
FIGLA	Figla
CLEC4F	Clec4f
CD207	Cd207
VAX2	Vax2
ATP6V1B1	Atp6v1b1
ANKRD53	Ankrd53
TEX261	Tex261
NAGK	Nagk
MCEE	Mcee
MPHOSPH10	Mphosph10
PAIP2B	Paip2b
DYSF	Dysf
CYP26B1	Cyp26b1
EXOC6B	Exoc6b
SPR	Spr
EMX1	Emx1
SFXN5	Sfxn5
RAB11FIP5	Rab11fip5
NOTO	Noto
SMYD5	Smyd5
PRADC1	Pradc1
CCT7	Cct7
FBXO41	Fbxo41
EGR4	Egr4
ALMS1	Alms1
NAT8	Nat8
TPRKB	Tprkb
DUSP11	Dusp11
STAMBP	Stambp
ACTG2	Actg2
DGUOK	Dguok
TET3	Tet3
BOLA3	Bola3
MOB1A	Mob1a
MTHFD2	Mthfd2
SLC4A5	Slc4a5
DCTN1	Dctn1
WDR54	Wdr54
RTKN	Rtkn
INO80B	Ino80b
WBP1	Wbp1
MOGS	Mogs
MRPL53	Mrpl53
CCDC142	Ccdc142
LBX2	Lbx2
PCGF1	Pcgf1
TLX2	Tlx2
DQX1	Dqx1
AUP1	Aup1
HTRA2	Htra2
LOXL3	Loxl3
DOK1	Dok1
M1AP	M1ap
SEMA4F	Sema4f
HK2	Hk2
POLE4	Pole4
TACR1	Tacr1
EVA1A	Eva1a
MRPL19	Mrpl19
GCFC2	Gcfc2
LRRTM4	Lrrtm4
REG3G	Reg3g
REG3A	Reg3a
CTNNA2	Ctnna2
LRRTM1	Lrrtm1
SUCLG1	Suclg1
DNAH6	Dnah6
TMSB10	Tmsb10
KCMF1	Kcmf1
TCF7L1	Tcf7l1
RETSAT	Retsat
ELMOD3	Elmod3
CAPG	Capg
SH2D6	Sh2d6
MAT2A	Mat2a
GGCX	Ggcx
VAMP8	Vamp8
VAMP5	Vamp5
RNF181	Rnf181
TMEM150A	Tmem150a
USP39	Usp39
SFTPB	Sftpb
ATOH8	Atoh8
ST3GAL5	St3gal5
POLR1A	Polr1a
PTCD3	Ptcd3
IMMT	Immt
MRPL35	Mrpl35
REEP1	Reep1
SNORA19	Snora19
KDM3A	Kdm3a
CHMP3	Chmp3
RNF103	Rnf103
RMND5A	Rmnd5a
CD8A	Cd8a
KRCC1	Krcc1
SMYD1	Smyd1
FABP1	Fabp1
THNSL2	Thnsl2
FOXI3	Foxi3
TEX37	Tex37
EIF2AK3	Eif2ak3
RPIA	Rpia
IGKC	Igkc
IGKJ5	Igkj5
IGKJ4	Igkj4
IGKJ3	Igkj3
IGKJ2	Igkj2
IGKJ1	Igkj1
IGKV3-7	Igkv3-7
IGKV3-11	Igkv3-11
IGKV1-35	Igkv1-35
TEKT4	Tekt4
MAL	Mal
MRPS5	Mrps5
PROM2	Prom2
KCNIP3	Kcnip3
FAHD2A	Fahd2a
TRIM43B	Trim43b
GPAT2	Gpat2
ADRA2B	Adra2b
ASTL	Astl
DUSP2	Dusp2
STARD7	Stard7
TMEM127	Tmem127
CIAO1	Ciao1
SNRNP200	Snrnp200
ITPRIPL1	Itpripl1
NCAPH	Ncaph
NEURL3	Neurl3
ARID5A	Arid5a
KANSL3	Kansl3
FER1L5	Fer1l5
LMAN2L	Lman2l
CNNM4	Cnnm4
CNNM3	Cnnm3
ANKRD23	Ankrd23
ANKRD39	Ankrd39
SEMA4C	Sema4c
FAM178B	Fam178b
ANKRD36	Ankrd36
COX5B	Cox5b
ACTR1B	Actr1b
ZAP70	Zap70
TMEM131	Tmem131
VWA3B	Vwa3b
CNGA3	Cnga3
INPP4A	Inpp4a
COA5	Coa5
UNC50	Unc50
MGAT4A	Mgat4a
TSGA10	Tsga10
LIPT1	Lipt1
MRPL30	Mrpl30
MITD1	Mitd1
LYG2	Lyg2
LYG1	Lyg1
TXNDC9	Txndc9
EIF5B	Eif5b
REV1	Rev1
AFF3	Aff3
LONRF2	Lonrf2
CHST10	Chst10
NMS	Nms
PDCL3	Pdcl3
NPAS2	Npas2
RPL31	Rpl31
TBC1D8	Tbc1d8
CNOT11	Cnot11
RNF149	Rnf149
SNORD89	Snord89
CREG2	Creg2
RFX8	Rfx8
MAP4K4	Map4k4
IL1R2	Il1r2
IL1R1	Il1r1
IL1RL2	Il1rl2
IL1RL1	Il1rl1
IL18R1	Il18r1
IL18RAP	Il18rap
SLC9A4	Slc9a4
SLC9A2	Slc9a2
MFSD9	Mfsd9
TMEM182	Tmem182
POU3F3	Pou3f3
MRPS9	Mrps9
GPR45	Gpr45
TGFBRAP1	Tgfbrap1
FHL2	Fhl2
NCK2	Nck2
UXS1	Uxs1
ST6GAL2	St6gal2
SLC5A7	Slc5a7
SULT1C2	Sult1c2
GCC2	Gcc2
LIMS1	Lims1
RANBP2	Ranbp2
CCDC138	Ccdc138
EDAR	Edar
SH3RF3	Sh3rf3
SEPT10	Sept10
SOWAHC	Sowahc
MALL	Mall
NPHP1	Nphp1
BUB1	Bub1
ACOXL	Acoxl
BCL2L11	Bcl2l11
ANAPC1	Anapc1
MERTK	Mertk
TMEM87B	Tmem87b
FBLN7	Fbln7
ZC3H8	Zc3h8
ZC3H6	Zc3h6
TTL	Ttl
POLR1B	Polr1b
CHCHD5	Chchd5
SLC20A1	Slc20a1
CKAP2L	Ckap2l
IL1A	Il1a
IL1B	Il1b
IL1F10	Il1f10
IL1RN	Il1rn
PSD4	Psd4
PAX8	Pax8
SLC35F5	Slc35f5
ACTR3	Actr3
DPP10	Dpp10
DDX18	Ddx18
CCDC93	Ccdc93
INSIG2	Insig2
EN1	En1
MARCO	Marco
C1QL2	C1ql2
STEAP3	Steap3
DBI	Dbi
TMEM37	Tmem37
SCTR	Sctr
TMEM177	Tmem177
PTPN4	Ptpn4
EPB41L5	Epb41l5
TMEM185B	Tmem185b
RALB	Ralb
INHBB	Inhbb
GLI2	Gli2
TFCP2L1	Tfcp2l1
CLASP1	Clasp1
NIFK	Nifk
TSN	Tsn
GYPC	Gypc
BIN1	Bin1
ERCC3	Ercc3
MAP3K2	Map3k2
PROC	Proc
IWS1	Iws1
MYO7B	Myo7b
LIMS2	Lims2
GPR17	Gpr17
WDR33	Wdr33
SFT2D3	Sft2d3
POLR2D	Polr2d
AMMECR1L	Ammecr1l
SAP130	Sap130
UGGT1	Uggt1
HS6ST1	Hs6st1
SMPD4	Smpd4
CCDC115	Ccdc115
IMP4	Imp4
PTPN18	Ptpn18
CFC1	Cfc1
AMER3	Amer3
ARHGEF4	Arhgef4
FAM168B	Fam168b
PLEKHB2	Plekhb2
CCDC74A	Ccdc74a
GPR39	Gpr39
LYPD1	Lypd1
NCKAP5	Nckap5
MGAT5	Mgat5
TMEM163	Tmem163
ACMSD	Acmsd
CCNT2	Ccnt2
MAP3K19	Map3k19
RAB3GAP1	Rab3gap1
ZRANB3	Zranb3
R3HDM1	R3hdm1
MIR128-1	Mir128-1
UBXN4	Ubxn4
LCT	Lct
MCM6	Mcm6
DARS	Dars
CXCR4	Cxcr4
THSD7B	Thsd7b
HNMT	Hnmt
SPOPL	Spopl
NXPH2	Nxph2
LRP1B	Lrp1b
KYNU	Kynu
ARHGAP15	Arhgap15
GTDC1	Gtdc1
ZEB2	Zeb2
ACVR2A	Acvr2a
ORC4	Orc4
MBD5	Mbd5
EPC2	Epc2
KIF5C	Kif5c
LYPD6B	Lypd6b
LYPD6	Lypd6
MMADHC	Mmadhc
RND3	Rnd3
RBM43	Rbm43
NMI	Nmi
TNFAIP6	Tnfaip6
RIF1	Rif1
NEB	Neb
ARL5A	Arl5a
CACNB4	Cacnb4
STAM2	Stam2
FMNL2	Fmnl2
PRPF40A	Prpf40a
ARL6IP6	Arl6ip6
RPRM	Rprm
GALNT13	Galnt13
KCNJ3	Kcnj3
NR4A2	Nr4a2
GPD2	Gpd2
GALNT5	Galnt5
ERMN	Ermn
CYTIP	Cytip
ACVR1C	Acvr1c
ACVR1	Acvr1
UPP2	Upp2
CCDC148	Ccdc148
PKP4	Pkp4
DAPL1	Dapl1
TANC1	Tanc1
WDSUB1	Wdsub1
BAZ2B	Baz2b
MARCH7	March7
CD302	Cd302
LY75	Ly75
PLA2R1	Pla2r1
ITGB6	Itgb6
RBMS1	Rbms1
TANK	Tank
PSMD14	Psmd14
TBR1	Tbr1
SLC4A10	Slc4a10
DPP4	Dpp4
GCG	Gcg
FAP	Fap
IFIH1	Ifih1
GCA	Gca
KCNH7	Kcnh7
FIGN	Fign
GRB14	Grb14
COBLL1	Cobll1
SLC38A11	Slc38a11
SCN3A	Scn3a
SCN2A	Scn2a
CSRNP3	Csrnp3
